# Measured flexural accelerances (m/(s^2N)) at four locations along the axis, measured at two points across the diameter of the beam
# to demonstrate that the response of the system does not follow the fundamental beam theories 
# at larger diameters and/or high frequencies 
# frequency, at 0.3 m (1), at 0.3 m (2), at 0.8 m (1), at 0.8 m (2), at 1.4 m (1), at 1.4 m (2), at 2.0 m (1), at 2.0 m (2)
0.000000e+00+0.000000e+00j,-1.213300e+00+1.485864e-16j,-5.170800e-01+6.332404e-17j,-4.716200e-01+5.775679e-17j,-6.023800e-02+7.377027e-18j,-8.020600e-01+9.822402e-17j,-8.976800e-01+1.099341e-16j,-2.615100e+00+3.202574e-16j,1.374000e+00+0.000000e+00j
1.064800e+03+0.000000e+00j,1.564099e-02-1.359910e-03j,-1.089092e-02+2.578518e-03j,-2.591277e-02-7.962336e-04j,2.124912e-02+2.163728e-03j,2.161820e-01+2.100485e-02j,-2.086311e-01-4.617599e-02j,2.403296e-01+1.822993e-02j,-2.174184e-01-1.025319e-02j
1.065600e+03+0.000000e+00j,1.607260e-02-1.383107e-03j,-1.106592e-02+3.273675e-03j,-2.543430e-02-8.037487e-04j,2.037075e-02+2.289410e-03j,2.145077e-01+1.947568e-02j,-2.086187e-01-4.187549e-02j,2.397306e-01+1.710378e-02j,-2.166984e-01-9.802319e-03j
1.066400e+03+0.000000e+00j,1.639561e-02-1.062441e-03j,-1.141510e-02+2.941519e-03j,-2.576982e-02-9.134116e-04j,2.131859e-02+2.570508e-03j,2.120613e-01+1.395610e-02j,-2.060023e-01-3.795717e-02j,2.351551e-01+1.742717e-02j,-2.128174e-01-9.515105e-03j
1.067200e+03+0.000000e+00j,1.659613e-02-1.028990e-03j,-1.133753e-02+3.423004e-03j,-2.592387e-02-5.158689e-04j,2.162881e-02+2.145843e-03j,2.070355e-01+1.474606e-02j,-2.026216e-01-3.580058e-02j,2.336106e-01+1.417038e-02j,-2.102628e-01-6.056808e-03j
1.068000e+03+0.000000e+00j,1.677404e-02-8.969106e-04j,-1.140203e-02+3.119243e-03j,-2.629012e-02-2.156639e-04j,2.201037e-02+2.229561e-03j,2.037876e-01+1.232567e-02j,-2.001242e-01-3.176817e-02j,2.296903e-01+1.546017e-02j,-2.078329e-01-8.819796e-03j
1.068800e+03+0.000000e+00j,1.722649e-02-9.003900e-04j,-1.156944e-02+2.869576e-03j,-2.563791e-02-3.982767e-04j,2.181285e-02+2.395561e-03j,2.022447e-01+9.549292e-03j,-1.980926e-01-2.762859e-02j,2.276815e-01+1.397585e-02j,-2.063350e-01-7.998724e-03j
1.069500e+03+0.000000e+00j,1.758909e-02-5.275013e-04j,-1.177025e-02+3.065920e-03j,-2.607896e-02-7.238960e-04j,2.250692e-02+3.643955e-03j,2.001376e-01+9.646911e-03j,-1.988205e-01-2.628113e-02j,2.267227e-01+1.342732e-02j,-2.042035e-01-6.595736e-03j
1.070300e+03+0.000000e+00j,1.779828e-02-6.989852e-04j,-1.190209e-02+3.832802e-03j,-2.619713e-02-8.827804e-04j,2.250183e-02+3.247774e-03j,1.950642e-01+7.542369e-03j,-1.933788e-01-2.066624e-02j,2.239709e-01+1.320747e-02j,-2.022830e-01-5.932948e-03j
1.071100e+03+0.000000e+00j,1.800638e-02-4.499406e-04j,-1.186731e-02+3.429811e-03j,-2.617573e-02-5.254511e-04j,2.275573e-02+3.122772e-03j,1.907317e-01+5.465546e-03j,-1.903407e-01-1.873015e-02j,2.192738e-01+1.017960e-02j,-1.990206e-01-3.960386e-03j
1.071900e+03+0.000000e+00j,1.813799e-02+1.509395e-05j,-1.170171e-02+3.328903e-03j,-2.595634e-02-1.857428e-04j,2.332240e-02+2.775744e-03j,1.886398e-01+5.833333e-03j,-1.864738e-01-1.788969e-02j,2.178303e-01+1.216983e-02j,-1.962426e-01-5.858625e-03j
1.072700e+03+0.000000e+00j,1.874356e-02-4.081022e-04j,-1.216587e-02+3.232541e-03j,-2.642936e-02-7.844052e-04j,2.344259e-02+3.833746e-03j,1.875371e-01+4.009553e-03j,-1.859472e-01-1.751170e-02j,2.165023e-01+8.524184e-03j,-1.944722e-01-4.311315e-03j
1.073400e+03+0.000000e+00j,1.893344e-02-2.426965e-04j,-1.211305e-02+2.999920e-03j,-2.674261e-02-1.446928e-04j,2.451341e-02+3.413989e-03j,1.822794e-01+4.772392e-04j,-1.806285e-01-1.386689e-02j,2.137976e-01+8.586627e-03j,-1.936266e-01-3.007928e-03j
1.074200e+03+0.000000e+00j,1.906168e-02-1.096855e-04j,-1.217102e-02+3.686240e-03j,-2.778218e-02+4.606882e-04j,2.592561e-02+2.373194e-03j,1.829497e-01+3.052806e-04j,-1.809016e-01-1.274506e-02j,2.130978e-01+7.218119e-03j,-1.927273e-01-2.960311e-03j
1.075000e+03+0.000000e+00j,1.946393e-02-2.044040e-04j,-1.236112e-02+2.940274e-03j,-2.662290e-02-3.345708e-04j,2.472560e-02+2.532944e-03j,1.788898e-01+2.453283e-04j,-1.766179e-01-1.278407e-02j,2.117566e-01+7.516819e-03j,-1.923335e-01-2.517784e-03j
1.075800e+03+0.000000e+00j,1.945151e-02-2.405362e-04j,-1.196604e-02+2.863959e-03j,-2.734796e-02+4.773124e-05j,2.539079e-02+2.793526e-03j,1.763128e-01+2.466106e-03j,-1.746928e-01-1.019509e-02j,2.111874e-01+4.712857e-03j,-1.908282e-01+8.326503e-04j
1.076600e+03+0.000000e+00j,1.981030e-02-3.273041e-04j,-1.217518e-02+2.909521e-03j,-2.750419e-02+6.962047e-04j,2.640057e-02+1.845598e-03j,1.745595e-01+4.038327e-04j,-1.717472e-01-1.053460e-02j,2.076090e-01+5.032885e-03j,-1.877379e-01-2.129910e-03j
1.077300e+03+0.000000e+00j,2.007899e-02-2.011864e-04j,-1.239173e-02+2.799415e-03j,-2.671396e-02+1.157014e-03j,2.562246e-02+8.017267e-04j,1.737381e-01-8.074169e-04j,-1.710941e-01-7.978809e-03j,2.078253e-01+2.473819e-03j,-1.881042e-01+1.477397e-03j
1.078100e+03+0.000000e+00j,2.034032e-02-2.616499e-04j,-1.220230e-02+2.363047e-03j,-2.711588e-02+2.461027e-04j,2.628989e-02+2.104659e-03j,1.717596e-01+3.730132e-04j,-1.687491e-01-8.637047e-03j,2.047247e-01+2.498879e-03j,-1.853165e-01+1.132048e-03j
1.078900e+03+0.000000e+00j,2.050158e-02-1.306061e-04j,-1.240546e-02+2.194116e-03j,-2.732918e-02+1.255350e-03j,2.702772e-02+7.084066e-04j,1.690124e-01-1.601094e-03j,-1.662996e-01-6.330450e-03j,2.019882e-01+4.575641e-03j,-1.836993e-01-5.129865e-04j
1.079700e+03+0.000000e+00j,2.072250e-02-1.438263e-04j,-1.264270e-02+2.583678e-03j,-2.740254e-02+1.249135e-03j,2.691866e-02+1.356145e-04j,1.678428e-01-3.022012e-03j,-1.646136e-01-4.310558e-03j,1.990971e-01+3.020719e-03j,-1.815899e-01+2.218540e-04j
1.080500e+03+0.000000e+00j,2.062294e-02-4.094834e-04j,-1.285768e-02+1.965205e-03j,-2.691314e-02+1.330398e-03j,2.666518e-02+4.513182e-04j,1.656131e-01-3.496283e-03j,-1.622094e-01-4.785927e-03j,2.011309e-01+1.914452e-03j,-1.824172e-01+1.018820e-03j
1.081300e+03+0.000000e+00j,2.094403e-02-4.563786e-04j,-1.287137e-02+1.928233e-03j,-2.685812e-02+1.388773e-03j,2.634698e-02+3.033806e-05j,1.625837e-01-3.436586e-03j,-1.608560e-01-3.762692e-03j,1.980996e-01+2.844776e-03j,-1.791790e-01+5.941823e-04j
1.082000e+03+0.000000e+00j,2.124721e-02-6.450780e-04j,-1.267567e-02+2.379058e-03j,-2.772219e-02+1.467414e-03j,2.701290e-02-7.521756e-05j,1.615734e-01-3.439494e-03j,-1.596873e-01-3.233441e-03j,1.958192e-01-5.726354e-04j,-1.767865e-01+4.351442e-03j
1.082800e+03+0.000000e+00j,2.137937e-02-4.908404e-04j,-1.244570e-02+2.149746e-03j,-2.704831e-02+1.606965e-03j,2.690254e-02-2.800144e-04j,1.601418e-01-2.412689e-03j,-1.581205e-01-3.533034e-03j,1.959411e-01+1.864062e-03j,-1.787324e-01+1.653365e-03j
1.083600e+03+0.000000e+00j,2.148034e-02-7.377232e-04j,-1.338772e-02+1.459101e-03j,-2.749925e-02+1.166984e-03j,2.747020e-02+3.145635e-04j,1.584877e-01-2.655902e-03j,-1.557608e-01-4.296379e-03j,1.914377e-01-9.433336e-04j,-1.734880e-01+3.815816e-03j
1.084400e+03+0.000000e+00j,2.158625e-02-6.814299e-04j,-1.299288e-02+1.710546e-03j,-2.623788e-02+2.212480e-03j,2.579680e-02-7.933913e-04j,1.576676e-01-2.655261e-03j,-1.543744e-01-3.314550e-03j,1.927988e-01+6.750502e-04j,-1.757094e-01+1.932103e-03j
1.085200e+03+0.000000e+00j,2.166462e-02-5.654919e-04j,-1.294652e-02+1.607986e-03j,-2.653060e-02+1.464712e-03j,2.626373e-02-3.454065e-04j,1.559115e-01-4.623259e-03j,-1.528048e-01-2.773930e-03j,1.905585e-01-7.480926e-04j,-1.736444e-01+3.516054e-03j
1.085900e+03+0.000000e+00j,2.174688e-02-7.261680e-04j,-1.359282e-02+1.301657e-03j,-2.674837e-02+2.039391e-03j,2.660847e-02-1.432540e-03j,1.550339e-01-4.859676e-03j,-1.521549e-01-1.248162e-03j,1.887476e-01+9.501076e-04j,-1.722349e-01+1.322695e-03j
1.086700e+03+0.000000e+00j,2.184299e-02-5.916262e-04j,-1.304588e-02+2.316779e-03j,-2.699610e-02+2.547129e-03j,2.678582e-02-1.826168e-03j,1.532171e-01-4.024977e-03j,-1.494041e-01-3.703541e-03j,1.887150e-01+1.373990e-03j,-1.731662e-01+1.148499e-03j
1.087500e+03+0.000000e+00j,2.212075e-02-5.662327e-04j,-1.335872e-02+1.727882e-03j,-2.670212e-02+1.862511e-03j,2.654704e-02-1.362839e-03j,1.528747e-01-5.398877e-03j,-1.496556e-01-1.149295e-03j,1.898371e-01-1.049327e-03j,-1.726555e-01+3.918103e-03j
1.088300e+03+0.000000e+00j,2.214623e-02-7.220519e-04j,-1.384840e-02+1.577826e-03j,-2.618775e-02+2.752443e-03j,2.633646e-02-2.635506e-03j,1.529111e-01-4.591985e-03j,-1.477805e-01-1.676588e-03j,1.866597e-01-3.146868e-04j,-1.714592e-01+3.741253e-03j
1.089100e+03+0.000000e+00j,2.225296e-02-7.907008e-04j,-1.402868e-02+1.794626e-03j,-2.702763e-02+2.521552e-03j,2.659029e-02-1.812604e-03j,1.484681e-01-4.287908e-03j,-1.470369e-01-9.495363e-04j,1.846938e-01-2.448016e-03j,-1.682768e-01+4.964942e-03j
1.089800e+03+0.000000e+00j,2.238384e-02-9.018062e-04j,-1.427537e-02+1.500402e-03j,-2.648769e-02+2.419891e-03j,2.577727e-02-1.977388e-03j,1.489989e-01-4.268882e-03j,-1.451842e-01-2.736982e-03j,1.867800e-01+1.079296e-04j,-1.692710e-01+3.131954e-03j
1.090600e+03+0.000000e+00j,2.238949e-02-8.062729e-04j,-1.394377e-02+1.917498e-03j,-2.676779e-02+2.073768e-03j,2.645683e-02-2.035324e-03j,1.486527e-01-5.379145e-03j,-1.444638e-01-1.336364e-03j,1.843864e-01-1.152788e-03j,-1.706162e-01+3.395157e-03j
1.091400e+03+0.000000e+00j,2.245841e-02-8.633148e-04j,-1.427739e-02+1.316934e-03j,-2.659124e-02+2.982686e-03j,2.657654e-02-2.512036e-03j,1.469166e-01-4.645017e-03j,-1.426958e-01-1.095847e-03j,1.804447e-01-1.386247e-03j,-1.662929e-01+3.512376e-03j
1.092200e+03+0.000000e+00j,2.249725e-02-7.271288e-04j,-1.465772e-02+1.708919e-03j,-2.672609e-02+1.920439e-03j,2.630877e-02-1.240552e-03j,1.465237e-01-5.581750e-03j,-1.424224e-01-2.237350e-03j,1.816092e-01-5.223012e-04j,-1.670375e-01+2.040850e-03j
1.093000e+03+0.000000e+00j,2.233924e-02-1.073187e-03j,-1.462822e-02+1.702892e-03j,-2.710333e-02+1.591247e-03j,2.726151e-02-1.289769e-03j,1.456956e-01-5.244896e-03j,-1.426298e-01-2.240426e-04j,1.815280e-01-3.409767e-03j,-1.652229e-01+5.048016e-03j
1.093800e+03+0.000000e+00j,2.284490e-02-7.738897e-04j,-1.411996e-02+1.486560e-03j,-2.575603e-02+2.271481e-03j,2.514130e-02-1.565633e-03j,1.455094e-01-6.397099e-03j,-1.410833e-01-1.378970e-03j,1.799910e-01-1.795956e-03j,-1.651023e-01+3.025996e-03j
1.094500e+03+0.000000e+00j,2.290559e-02-1.057844e-03j,-1.481288e-02+1.483744e-03j,-2.662003e-02+2.202598e-03j,2.615046e-02-1.880636e-03j,1.425628e-01-5.530783e-03j,-1.389573e-01-8.731057e-04j,1.792089e-01-5.048017e-03j,-1.636980e-01+6.574792e-03j
1.095300e+03+0.000000e+00j,2.286290e-02-1.005412e-03j,-1.468050e-02+1.323114e-03j,-2.651434e-02+2.277743e-03j,2.607158e-02-1.931093e-03j,1.417750e-01-5.190230e-03j,-1.391477e-01-8.014420e-04j,1.775925e-01-3.649022e-03j,-1.643143e-01+6.427206e-03j
1.096100e+03+0.000000e+00j,2.287288e-02-9.355438e-04j,-1.494434e-02+8.930923e-04j,-2.614350e-02+2.328646e-03j,2.582560e-02-1.737836e-03j,1.428387e-01-5.641110e-03j,-1.384738e-01-1.305124e-03j,1.773773e-01-3.892996e-03j,-1.639750e-01+5.869407e-03j
1.096900e+03+0.000000e+00j,2.287330e-02-8.999340e-04j,-1.502097e-02+1.176900e-03j,-2.640814e-02+2.106194e-03j,2.608183e-02-1.900777e-03j,1.423707e-01-6.522533e-03j,-1.372680e-01-7.426986e-04j,1.756345e-01-3.997666e-03j,-1.619512e-01+5.938479e-03j
1.097700e+03+0.000000e+00j,2.312248e-02-9.257034e-04j,-1.510776e-02+1.143913e-03j,-2.660122e-02+2.271176e-03j,2.623607e-02-1.392515e-03j,1.407518e-01-6.237904e-03j,-1.365380e-01-7.387489e-04j,1.768748e-01-2.320759e-03j,-1.629704e-01+5.406283e-03j
1.098400e+03+0.000000e+00j,2.585945e-02+4.045599e-03j,-1.504369e-02+1.424696e-03j,-2.912941e-02+7.506264e-03j,2.493556e-02-2.262556e-03j,1.450455e-01-7.513432e-03j,-1.349997e-01-3.063050e-04j,1.706772e-01-9.772618e-04j,-1.620242e-01+6.875811e-03j
1.099200e+03+0.000000e+00j,2.337902e-02-7.791159e-04j,-1.539745e-02+1.653668e-03j,-2.674554e-02+2.509360e-03j,2.601714e-02-2.014334e-03j,1.387449e-01-5.139192e-03j,-1.347796e-01-3.293293e-04j,1.761631e-01-3.607962e-03j,-1.610254e-01+7.058677e-03j
1.100000e+03+0.000000e+00j,2.315176e-02-8.936904e-04j,-1.512369e-02+1.317832e-03j,-2.678318e-02+2.640273e-03j,2.638771e-02-3.107034e-03j,1.394763e-01-6.549723e-03j,-1.341572e-01+8.663615e-04j,1.759071e-01-3.403694e-03j,-1.621612e-01+6.711512e-03j
1.100800e+03+0.000000e+00j,2.323267e-02-1.106476e-03j,-1.523833e-02+1.427030e-03j,-2.618412e-02+2.539695e-03j,2.575475e-02-2.623248e-03j,1.377723e-01-8.265540e-03j,-1.336666e-01+9.565143e-04j,1.751636e-01-4.443956e-03j,-1.609876e-01+7.873606e-03j
1.101600e+03+0.000000e+00j,2.351931e-02-8.025718e-04j,-1.565224e-02+1.223612e-03j,-2.631623e-02+1.789446e-03j,2.621161e-02-1.198606e-03j,1.376919e-01-4.637001e-03j,-1.330500e-01-2.322161e-05j,1.731348e-01-5.103740e-03j,-1.610024e-01+6.410236e-03j
1.102300e+03+0.000000e+00j,2.342873e-02-8.733828e-04j,-1.513390e-02+1.489226e-03j,-2.659237e-02+2.406057e-03j,2.589415e-02-1.847803e-03j,1.388098e-01-6.013720e-03j,-1.334390e-01+5.123716e-04j,1.724731e-01-5.782396e-03j,-1.590526e-01+7.723318e-03j
1.103100e+03+0.000000e+00j,2.349155e-02-9.056571e-04j,-1.547174e-02+1.527923e-03j,-2.635493e-02+2.264048e-03j,2.559199e-02-2.012515e-03j,1.365230e-01-6.116625e-03j,-1.318799e-01-1.611218e-04j,1.717258e-01-5.690129e-03j,-1.577978e-01+8.186983e-03j
1.103900e+03+0.000000e+00j,2.363284e-02-7.582165e-04j,-1.563459e-02+1.329362e-03j,-2.619921e-02+2.476554e-03j,2.612023e-02-2.106081e-03j,1.347015e-01-6.739071e-03j,-1.319100e-01+9.209055e-05j,1.723688e-01-5.606933e-03j,-1.598121e-01+8.347431e-03j
1.104700e+03+0.000000e+00j,2.394616e-02-1.068836e-03j,-1.566272e-02+1.329001e-03j,-2.591454e-02+1.884857e-03j,2.534107e-02-1.815226e-03j,1.356728e-01-5.639884e-03j,-1.321788e-01-5.536727e-04j,1.710638e-01-3.517266e-03j,-1.572376e-01+6.205368e-03j
1.105500e+03+0.000000e+00j,2.371927e-02-8.639427e-04j,-1.582166e-02+1.211855e-03j,-2.650049e-02+2.155456e-03j,2.621144e-02-1.767936e-03j,1.363007e-01-6.380336e-03j,-1.313668e-01+9.171282e-04j,1.680842e-01-5.371824e-03j,-1.565534e-01+7.848473e-03j
1.106300e+03+0.000000e+00j,2.371875e-02-9.046323e-04j,-1.599839e-02+1.450337e-03j,-2.646351e-02+2.250114e-03j,2.582461e-02-2.064508e-03j,1.324733e-01-6.444957e-03j,-1.301397e-01+2.725644e-04j,1.727375e-01-5.951533e-03j,-1.578788e-01+8.909721e-03j
1.107000e+03+0.000000e+00j,2.394031e-02-8.388170e-04j,-1.618301e-02+1.094735e-03j,-2.615776e-02+2.583229e-03j,2.539631e-02-2.206660e-03j,1.335449e-01-6.840341e-03j,-1.301792e-01-4.544130e-04j,1.706821e-01-6.346328e-03j,-1.571253e-01+8.592114e-03j
1.107800e+03+0.000000e+00j,2.403079e-02-1.079002e-03j,-1.600383e-02+1.015288e-03j,-2.624151e-02+2.517526e-03j,2.575485e-02-2.406162e-03j,1.349390e-01-5.222985e-03j,-1.290379e-01+7.432129e-04j,1.708537e-01-5.429591e-03j,-1.578090e-01+7.966648e-03j
1.108600e+03+0.000000e+00j,2.404477e-02-9.865451e-04j,-1.610551e-02+1.007629e-03j,-2.615762e-02+2.224104e-03j,2.564718e-02-2.037620e-03j,1.337379e-01-4.686590e-03j,-1.295127e-01+1.378910e-03j,1.688724e-01-7.747898e-03j,-1.561366e-01+9.577074e-03j
1.109400e+03+0.000000e+00j,2.398112e-02-9.517367e-04j,-1.623892e-02+1.466428e-03j,-2.627121e-02+2.233762e-03j,2.582237e-02-2.067458e-03j,1.334843e-01-6.020166e-03j,-1.291753e-01+1.104749e-03j,1.683596e-01-6.367673e-03j,-1.553009e-01+8.437983e-03j
1.110200e+03+0.000000e+00j,2.386679e-02-1.006532e-03j,-1.630072e-02+1.449065e-03j,-2.613604e-02+1.648920e-03j,2.566777e-02-1.490377e-03j,1.328358e-01-6.401709e-03j,-1.285082e-01+6.728737e-04j,1.698340e-01-7.044217e-03j,-1.563745e-01+1.024932e-02j
1.110900e+03+0.000000e+00j,2.427209e-02-9.832694e-04j,-1.657686e-02+1.237692e-03j,-2.669110e-02+1.599769e-03j,2.644408e-02-1.524802e-03j,1.317339e-01-7.005096e-03j,-1.284079e-01+7.395844e-04j,1.684872e-01-5.284031e-03j,-1.552521e-01+8.598397e-03j
1.111700e+03+0.000000e+00j,2.429221e-02-1.119588e-03j,-1.603022e-02+9.776418e-04j,-2.647009e-02+2.255327e-03j,2.605525e-02-1.658799e-03j,1.325618e-01-6.054142e-03j,-1.283427e-01+1.366454e-03j,1.706471e-01-6.209626e-03j,-1.568375e-01+8.356755e-03j
1.112500e+03+0.000000e+00j,2.421233e-02-8.713232e-04j,-1.613929e-02+1.241851e-03j,-2.682977e-02+2.102126e-03j,2.610334e-02-1.852611e-03j,1.328515e-01-8.450496e-03j,-1.278118e-01+1.450041e-03j,1.671343e-01-6.483462e-03j,-1.556342e-01+9.600790e-03j
1.113300e+03+0.000000e+00j,2.437680e-02-7.389020e-04j,-1.621476e-02+1.467099e-03j,-2.655928e-02+2.688427e-03j,2.575441e-02-3.122419e-03j,1.312950e-01-6.172881e-03j,-1.281323e-01+1.408944e-03j,1.697509e-01-7.798896e-03j,-1.551715e-01+9.789753e-03j
1.114100e+03+0.000000e+00j,2.456787e-02-1.089197e-03j,-1.626721e-02+1.049102e-03j,-2.603910e-02+1.752340e-03j,2.550954e-02-1.856429e-03j,1.302548e-01-6.360950e-03j,-1.275888e-01+1.692501e-03j,1.685370e-01-8.067111e-03j,-1.546591e-01+9.811627e-03j
1.114800e+03+0.000000e+00j,2.436403e-02-8.252239e-04j,-1.635786e-02+1.146722e-03j,-2.639108e-02+2.601620e-03j,2.587916e-02-2.482990e-03j,1.305712e-01-8.537262e-03j,-1.265406e-01+1.546061e-03j,1.687560e-01-6.972363e-03j,-1.543017e-01+9.599694e-03j
1.115600e+03+0.000000e+00j,2.454164e-02-9.998094e-04j,-1.653583e-02+1.400178e-03j,-2.688196e-02+1.842056e-03j,2.579209e-02-1.858981e-03j,1.304958e-01-6.744677e-03j,-1.268453e-01+2.501996e-03j,1.683699e-01-8.003150e-03j,-1.543480e-01+9.818939e-03j
1.116400e+03+0.000000e+00j,2.468510e-02-8.860074e-04j,-1.667009e-02+9.115743e-04j,-2.650400e-02+1.899830e-03j,2.572150e-02-1.985258e-03j,1.308989e-01-6.079618e-03j,-1.264726e-01+2.097188e-03j,1.683524e-01-7.051346e-03j,-1.554294e-01+9.343108e-03j
1.117200e+03+0.000000e+00j,2.472978e-02-8.087482e-04j,-1.692192e-02+1.150654e-03j,-2.688345e-02+2.196052e-03j,2.622233e-02-2.194530e-03j,1.297832e-01-7.503936e-03j,-1.253375e-01+1.772035e-03j,1.690794e-01-7.597125e-03j,-1.547255e-01+1.033110e-02j
1.118000e+03+0.000000e+00j,2.479660e-02-7.184030e-04j,-1.684071e-02+1.151037e-03j,-2.698799e-02+2.394372e-03j,2.651122e-02-2.469685e-03j,1.305111e-01-7.207822e-03j,-1.251554e-01+1.070369e-03j,1.694218e-01-7.988247e-03j,-1.555109e-01+9.320767e-03j
1.118800e+03+0.000000e+00j,2.488977e-02-8.708662e-04j,-1.667639e-02+1.043346e-03j,-2.675590e-02+2.110433e-03j,2.609422e-02-1.737431e-03j,1.305326e-01-6.997192e-03j,-1.247526e-01+3.441074e-03j,1.688223e-01-7.962051e-03j,-1.547636e-01+1.036078e-02j
1.119500e+03+0.000000e+00j,2.494120e-02-7.672512e-04j,-1.680931e-02+8.927065e-04j,-2.690662e-02+2.042011e-03j,2.633316e-02-1.684706e-03j,1.291960e-01-5.428245e-03j,-1.251962e-01+1.857460e-03j,1.698532e-01-7.967292e-03j,-1.539778e-01+1.011923e-02j
1.120300e+03+0.000000e+00j,2.479788e-02-9.739646e-04j,-1.678010e-02+1.214588e-03j,-2.644402e-02+2.183387e-03j,2.617926e-02-2.193549e-03j,1.305692e-01-7.422487e-03j,-1.250849e-01+1.943154e-03j,1.699250e-01-8.349366e-03j,-1.548841e-01+8.550904e-03j
1.121100e+03+0.000000e+00j,2.501188e-02-8.982605e-04j,-1.729463e-02+1.294319e-03j,-2.696249e-02+1.923236e-03j,2.614056e-02-1.748948e-03j,1.281254e-01-6.690329e-03j,-1.256284e-01+1.710356e-03j,1.700452e-01-1.018654e-02j,-1.549823e-01+1.110927e-02j
1.121900e+03+0.000000e+00j,2.513770e-02-9.327410e-04j,-1.698697e-02+9.586416e-04j,-2.698695e-02+2.067057e-03j,2.623812e-02-2.280080e-03j,1.291860e-01-7.610354e-03j,-1.254209e-01+2.189230e-03j,1.688621e-01-8.775218e-03j,-1.546790e-01+9.812894e-03j
1.122700e+03+0.000000e+00j,2.514904e-02-8.962423e-04j,-1.717759e-02+1.342856e-03j,-2.680338e-02+2.118886e-03j,2.643183e-02-2.085847e-03j,1.288090e-01-6.830176e-03j,-1.258316e-01+2.152462e-03j,1.701742e-01-8.769545e-03j,-1.552365e-01+9.712250e-03j
1.123400e+03+0.000000e+00j,2.533480e-02-6.447870e-04j,-1.737352e-02+1.156993e-03j,-2.740839e-02+1.546763e-03j,2.684134e-02-1.403360e-03j,1.303398e-01-6.856140e-03j,-1.237491e-01+2.765042e-03j,1.692872e-01-9.255093e-03j,-1.553788e-01+9.013503e-03j
1.124200e+03+0.000000e+00j,2.519871e-02-7.201494e-04j,-1.678914e-02+1.241756e-03j,-2.671280e-02+2.135184e-03j,2.568865e-02-1.732404e-03j,1.296459e-01-8.279082e-03j,-1.244573e-01+1.781316e-03j,1.700944e-01-1.145928e-02j,-1.560270e-01+1.019920e-02j
1.125000e+03+0.000000e+00j,2.535646e-02-5.758171e-04j,-1.755734e-02+1.224650e-03j,-2.731001e-02+2.475794e-03j,2.662687e-02-2.615338e-03j,1.285544e-01-7.093907e-03j,-1.254115e-01+3.108794e-03j,1.692152e-01-1.032711e-02j,-1.556257e-01+9.736603e-03j
1.125800e+03+0.000000e+00j,2.544718e-02-7.420081e-04j,-1.728815e-02+9.816923e-04j,-2.726010e-02+1.896650e-03j,2.675412e-02-1.760873e-03j,1.278618e-01-8.285262e-03j,-1.251963e-01+2.906688e-03j,1.722148e-01-1.074974e-02j,-1.571215e-01+1.076657e-02j
1.126600e+03+0.000000e+00j,2.538223e-02-8.660532e-04j,-1.748372e-02+1.326883e-03j,-2.690001e-02+2.367639e-03j,2.634823e-02-2.038951e-03j,1.294606e-01-7.877325e-03j,-1.243854e-01+2.475192e-03j,1.703402e-01-1.011112e-02j,-1.569034e-01+9.651601e-03j
1.127300e+03+0.000000e+00j,2.558045e-02-6.991119e-04j,-1.757962e-02+6.599775e-04j,-2.722219e-02+2.285911e-03j,2.663119e-02-2.037283e-03j,1.296269e-01-7.435879e-03j,-1.236053e-01+3.323073e-03j,1.703784e-01-1.047303e-02j,-1.565078e-01+1.020320e-02j
1.128100e+03+0.000000e+00j,2.552644e-02-6.609882e-04j,-1.733288e-02+1.358040e-03j,-2.712364e-02+2.358701e-03j,2.672206e-02-2.301648e-03j,1.288742e-01-8.436243e-03j,-1.248843e-01+2.986679e-03j,1.706949e-01-1.037705e-02j,-1.574772e-01+9.273127e-03j
1.128900e+03+0.000000e+00j,2.567440e-02-6.248234e-04j,-1.767585e-02+1.177127e-03j,-2.705621e-02+2.143625e-03j,2.655728e-02-1.705746e-03j,1.291339e-01-7.118877e-03j,-1.242313e-01+3.101235e-03j,1.706842e-01-1.177646e-02j,-1.577787e-01+1.053497e-02j
1.129700e+03+0.000000e+00j,2.571094e-02-6.825601e-04j,-1.774156e-02+8.925401e-04j,-2.763217e-02+1.951615e-03j,2.688217e-02-1.518008e-03j,1.295863e-01-8.427210e-03j,-1.236715e-01+3.087259e-03j,1.719838e-01-1.059792e-02j,-1.580892e-01+9.918427e-03j
1.130500e+03+0.000000e+00j,2.602370e-02-6.956810e-04j,-1.800187e-02+8.300543e-04j,-2.753664e-02+2.341358e-03j,2.708107e-02-2.208769e-03j,1.293965e-01-7.777319e-03j,-1.243690e-01+3.560837e-03j,1.726933e-01-9.955014e-03j,-1.589442e-01+1.136538e-02j
1.131300e+03+0.000000e+00j,2.578601e-02-8.185121e-04j,-1.782688e-02+7.814557e-04j,-2.771198e-02+1.762914e-03j,2.687875e-02-1.888314e-03j,1.293457e-01-8.273283e-03j,-1.241701e-01+3.858815e-03j,1.720247e-01-1.152056e-02j,-1.593144e-01+1.019072e-02j
1.132000e+03+0.000000e+00j,2.596562e-02-6.193047e-04j,-1.768790e-02+8.434225e-04j,-2.785911e-02+2.016516e-03j,2.736931e-02-1.911737e-03j,1.283580e-01-7.551686e-03j,-1.240754e-01+3.682471e-03j,1.728973e-01-1.332527e-02j,-1.590858e-01+1.062224e-02j
