# Measured flexural accelerances (m/(s^2N)) at four locations along the axis, measured at two points across the diameter of the beam
# to demonstrate that the response of the system does not follow the fundamental beam theories 
# at larger diameters and/or high frequencies 
# frequency, at 0.3 m (1), at 0.3 m (2), at 0.8 m (1), at 0.8 m (2), at 1.4 m (1), at 1.4 m (2), at 2.0 m (1), at 2.0 m (2)
0.000000e+00+0.000000e+00j,-1.213300e+00+1.485864e-16j,-5.170800e-01+6.332404e-17j,-4.716200e-01+5.775679e-17j,-6.023800e-02+7.377027e-18j,-8.020600e-01+9.822402e-17j,-8.976800e-01+1.099341e-16j,-2.615100e+00+3.202574e-16j,1.374000e+00+0.000000e+00j
4.528100e+03+0.000000e+00j,-1.894886e+00+6.127622e-01j,4.035795e-01+3.422482e-01j,-1.473898e-01-1.003332e+00j,-9.453284e-01-7.608788e-01j,9.698800e-01-3.672998e-01j,-5.097733e-01-2.273923e-01j,-3.519874e+00+3.040419e+00j,4.097683e+00-3.206762e+00j
4.528900e+03+0.000000e+00j,-1.872477e+00+6.330701e-01j,3.870833e-01+3.266941e-01j,-1.543895e-01-1.010474e+00j,-9.394354e-01-7.432534e-01j,9.845915e-01-3.277209e-01j,-5.215267e-01-2.783524e-01j,-3.542344e+00+3.140621e+00j,3.977298e+00-3.195545e+00j
4.529700e+03+0.000000e+00j,-1.876969e+00+7.021432e-01j,4.190429e-01+3.250430e-01j,-1.853369e-01-1.030059e+00j,-9.487310e-01-7.543844e-01j,9.701389e-01-3.654824e-01j,-4.920817e-01-2.129428e-01j,-3.394250e+00+3.091780e+00j,3.812032e+00-3.302318e+00j
4.530500e+03+0.000000e+00j,-1.910116e+00+7.278748e-01j,4.372618e-01+3.161295e-01j,-1.973371e-01-1.004907e+00j,-9.419177e-01-7.367013e-01j,9.202840e-01-3.356110e-01j,-4.710052e-01-2.552030e-01j,-3.348660e+00+3.063110e+00j,3.671345e+00-3.236270e+00j
4.531300e+03+0.000000e+00j,-1.788557e+00+7.193580e-01j,4.103016e-01+3.009667e-01j,-2.121889e-01-9.822423e-01j,-9.144670e-01-7.083113e-01j,9.242804e-01-3.711087e-01j,-4.528581e-01-2.446552e-01j,-3.358208e+00+3.261156e+00j,3.790580e+00-3.357162e+00j
4.532000e+03+0.000000e+00j,-1.935551e+00+6.850344e-01j,4.569871e-01+3.182772e-01j,-2.371708e-01-9.955388e-01j,-9.032501e-01-7.411463e-01j,9.173061e-01-3.523780e-01j,-4.607828e-01-2.519577e-01j,-3.111625e+00+3.320505e+00j,3.643918e+00-3.541824e+00j
4.532800e+03+0.000000e+00j,-1.852044e+00+7.751068e-01j,4.490730e-01+3.238578e-01j,-2.577380e-01-9.951659e-01j,-9.138332e-01-7.360547e-01j,9.589149e-01-3.586762e-01j,-4.795667e-01-2.528469e-01j,-3.139822e+00+3.173983e+00j,3.545716e+00-3.413072e+00j
4.533600e+03+0.000000e+00j,-1.845188e+00+6.505174e-01j,4.434148e-01+3.554710e-01j,-2.665602e-01-9.976013e-01j,-8.677504e-01-7.453297e-01j,8.685428e-01-3.601175e-01j,-4.119546e-01-2.313672e-01j,-3.111823e+00+3.362817e+00j,3.443990e+00-3.515413e+00j
4.534400e+03+0.000000e+00j,-1.821942e+00+7.387030e-01j,4.569967e-01+3.137095e-01j,-3.128916e-01-9.810102e-01j,-9.003088e-01-7.274960e-01j,9.023085e-01-3.627074e-01j,-4.321678e-01-2.306592e-01j,-3.130962e+00+3.425237e+00j,3.528209e+00-3.543267e+00j
4.535200e+03+0.000000e+00j,-1.914538e+00+8.304790e-01j,4.947860e-01+3.017698e-01j,-3.313706e-01-9.700637e-01j,-9.222267e-01-7.372587e-01j,8.963204e-01-3.707184e-01j,-4.303945e-01-2.696720e-01j,-2.903181e+00+3.490696e+00j,3.366846e+00-3.628615e+00j
4.535900e+03+0.000000e+00j,-1.890843e+00+7.805077e-01j,4.679072e-01+3.452609e-01j,-3.328290e-01-9.693528e-01j,-8.816767e-01-7.471872e-01j,8.647001e-01-3.471690e-01j,-4.018788e-01-2.593905e-01j,-2.748006e+00+3.547819e+00j,3.237374e+00-3.748549e+00j
4.536700e+03+0.000000e+00j,-1.930573e+00+8.442494e-01j,5.336081e-01+3.100190e-01j,-3.582508e-01-9.653696e-01j,-8.911227e-01-7.511928e-01j,9.062155e-01-3.680128e-01j,-4.290507e-01-2.648837e-01j,-2.926695e+00+3.593602e+00j,3.335525e+00-3.784210e+00j
4.537500e+03+0.000000e+00j,-1.917828e+00+7.795290e-01j,5.078702e-01+3.315819e-01j,-3.718719e-01-9.592396e-01j,-8.725118e-01-7.454589e-01j,8.753402e-01-3.503238e-01j,-3.888762e-01-2.624979e-01j,-2.814646e+00+3.620784e+00j,3.218889e+00-3.741775e+00j
4.538300e+03+0.000000e+00j,-1.842786e+00+8.073924e-01j,4.932072e-01+3.529715e-01j,-3.828390e-01-9.404634e-01j,-8.584984e-01-7.436546e-01j,8.591705e-01-3.165219e-01j,-3.818163e-01-2.968080e-01j,-2.689861e+00+3.543762e+00j,3.066760e+00-3.786323e+00j
4.539100e+03+0.000000e+00j,-1.755631e+00+9.213359e-01j,4.349908e-01+2.988715e-01j,-3.817631e-01-9.189348e-01j,-8.781646e-01-7.244180e-01j,8.454290e-01-3.636970e-01j,-3.937887e-01-2.650143e-01j,-2.615633e+00+3.717531e+00j,3.009104e+00-3.941445e+00j
4.539800e+03+0.000000e+00j,-1.836823e+00+8.105185e-01j,5.174710e-01+3.653874e-01j,-4.121544e-01-9.192298e-01j,-8.137313e-01-7.490510e-01j,8.521113e-01-3.587723e-01j,-4.105461e-01-2.944644e-01j,-2.513392e+00+3.687259e+00j,2.920077e+00-3.965331e+00j
4.540600e+03+0.000000e+00j,-1.894746e+00+8.996914e-01j,5.641103e-01+3.120354e-01j,-4.584372e-01-9.395193e-01j,-8.783604e-01-7.651634e-01j,8.438663e-01-3.587042e-01j,-3.910772e-01-2.796742e-01j,-2.463528e+00+3.799305e+00j,2.849572e+00-4.133930e+00j
4.541400e+03+0.000000e+00j,-1.899868e+00+9.000927e-01j,5.723204e-01+3.064898e-01j,-4.606560e-01-9.171084e-01j,-8.647786e-01-7.632100e-01j,8.215637e-01-3.754303e-01j,-3.815797e-01-2.808112e-01j,-2.602721e+00+3.818309e+00j,2.845270e+00-3.902125e+00j
4.542200e+03+0.000000e+00j,-1.831066e+00+9.117390e-01j,5.131774e-01+3.216910e-01j,-4.723424e-01-8.951196e-01j,-8.349333e-01-7.475660e-01j,8.016891e-01-3.193388e-01j,-3.345235e-01-3.128226e-01j,-2.374634e+00+3.710258e+00j,2.741023e+00-3.948077e+00j
4.543000e+03+0.000000e+00j,-1.879347e+00+9.089165e-01j,5.739933e-01+3.725562e-01j,-4.722619e-01-8.999080e-01j,-8.190754e-01-7.789053e-01j,8.106703e-01-3.604930e-01j,-3.442541e-01-3.160038e-01j,-2.239933e+00+3.795074e+00j,2.519262e+00-4.044216e+00j
4.543800e+03+0.000000e+00j,-1.776909e+00+9.663898e-01j,5.517478e-01+2.744784e-01j,-4.852795e-01-8.761885e-01j,-8.360852e-01-7.501763e-01j,8.117825e-01-3.670798e-01j,-3.647939e-01-3.336868e-01j,-2.201587e+00+3.902408e+00j,2.632145e+00-4.045724e+00j
4.544500e+03+0.000000e+00j,-1.860904e+00+1.048993e+00j,5.784159e-01+2.665065e-01j,-5.223196e-01-8.233616e-01j,-8.331537e-01-7.420521e-01j,8.079840e-01-3.561613e-01j,-3.565356e-01-3.206883e-01j,-2.234189e+00+3.879104e+00j,2.557031e+00-4.093376e+00j
4.545300e+03+0.000000e+00j,-1.922770e+00+9.784325e-01j,6.407744e-01+3.078056e-01j,-5.414379e-01-8.698564e-01j,-8.523644e-01-7.995840e-01j,8.222744e-01-3.705975e-01j,-3.942639e-01-3.511529e-01j,-2.240158e+00+3.887899e+00j,2.467985e+00-4.136963e+00j
4.546100e+03+0.000000e+00j,-1.810762e+00+9.794836e-01j,5.563559e-01+3.220025e-01j,-5.269235e-01-8.322237e-01j,-8.250130e-01-7.777249e-01j,8.086124e-01-3.582770e-01j,-3.600796e-01-3.493072e-01j,-2.083520e+00+3.875996e+00j,2.412254e+00-3.993952e+00j
4.546900e+03+0.000000e+00j,-1.832714e+00+9.732410e-01j,6.059582e-01+3.076862e-01j,-5.478115e-01-8.042672e-01j,-8.195390e-01-7.530769e-01j,7.982398e-01-3.397374e-01j,-3.312024e-01-3.922027e-01j,-1.931904e+00+3.854561e+00j,2.370570e+00-4.098510e+00j
4.547700e+03+0.000000e+00j,-1.789138e+00+9.970491e-01j,5.852314e-01+2.748527e-01j,-5.622419e-01-8.183730e-01j,-8.292549e-01-8.008022e-01j,7.791407e-01-3.552556e-01j,-3.605984e-01-3.714594e-01j,-1.850199e+00+3.960543e+00j,2.098334e+00-4.225586e+00j
4.548400e+03+0.000000e+00j,-1.735421e+00+9.850553e-01j,5.243473e-01+2.949483e-01j,-5.504599e-01-7.740000e-01j,-7.832640e-01-7.542786e-01j,7.728884e-01-3.505001e-01j,-2.990344e-01-3.578949e-01j,-1.787712e+00+4.062885e+00j,2.104140e+00-4.226161e+00j
4.549200e+03+0.000000e+00j,-1.762528e+00+1.097504e+00j,5.937815e-01+2.743782e-01j,-5.670329e-01-7.850548e-01j,-8.154813e-01-8.038931e-01j,7.872224e-01-3.319045e-01j,-3.483017e-01-4.006753e-01j,-1.657466e+00+3.914238e+00j,2.004626e+00-4.237564e+00j
4.550000e+03+0.000000e+00j,-1.740561e+00+1.121715e+00j,6.027438e-01+2.337163e-01j,-5.825856e-01-7.411324e-01j,-8.206784e-01-7.807025e-01j,7.707280e-01-3.137440e-01j,-2.926579e-01-3.825038e-01j,-1.672847e+00+3.921935e+00j,2.050354e+00-4.079867e+00j
4.550800e+03+0.000000e+00j,-1.784834e+00+1.020943e+00j,6.372775e-01+3.194031e-01j,-6.104378e-01-7.527528e-01j,-8.160052e-01-8.097627e-01j,7.399281e-01-3.453172e-01j,-3.233614e-01-3.685932e-01j,-1.538643e+00+4.050506e+00j,1.868777e+00-4.254569e+00j
4.551600e+03+0.000000e+00j,-1.759447e+00+1.113136e+00j,6.181467e-01+2.849434e-01j,-5.843407e-01-7.192875e-01j,-7.920009e-01-8.118769e-01j,7.849753e-01-3.215738e-01j,-3.159888e-01-4.314279e-01j,-1.533981e+00+3.940553e+00j,1.852605e+00-4.345684e+00j
4.552300e+03+0.000000e+00j,-1.801473e+00+1.148991e+00j,6.334729e-01+2.953933e-01j,-6.238132e-01-7.209121e-01j,-8.277211e-01-8.205292e-01j,7.805214e-01-3.191766e-01j,-3.110224e-01-3.983771e-01j,-1.628606e+00+4.045163e+00j,1.812551e+00-4.203243e+00j
4.553100e+03+0.000000e+00j,-1.622722e+00+1.111517e+00j,5.970949e-01+2.360209e-01j,-6.233210e-01-7.035459e-01j,-8.295509e-01-7.935675e-01j,7.632768e-01-3.212597e-01j,-3.185841e-01-4.288175e-01j,-1.368648e+00+4.076266e+00j,1.782108e+00-4.286720e+00j
4.553900e+03+0.000000e+00j,-1.787184e+00+1.176194e+00j,6.852764e-01+2.769114e-01j,-6.317599e-01-7.088227e-01j,-8.190762e-01-8.431574e-01j,7.610902e-01-3.552095e-01j,-3.557734e-01-4.532457e-01j,-1.396308e+00+4.073640e+00j,1.656905e+00-4.372174e+00j
4.554700e+03+0.000000e+00j,-1.672903e+00+1.121603e+00j,5.970058e-01+2.460193e-01j,-6.135574e-01-6.563502e-01j,-7.940380e-01-8.306230e-01j,7.545907e-01-3.249156e-01j,-3.310455e-01-4.779121e-01j,-1.292539e+00+3.997007e+00j,1.510597e+00-4.347858e+00j
4.555500e+03+0.000000e+00j,-1.647374e+00+1.167270e+00j,6.170292e-01+2.407681e-01j,-6.395346e-01-6.512498e-01j,-8.350757e-01-8.189094e-01j,7.655145e-01-3.298886e-01j,-3.645331e-01-4.495188e-01j,-1.194390e+00+3.941089e+00j,1.490502e+00-4.309419e+00j
4.556300e+03+0.000000e+00j,-1.656513e+00+1.173745e+00j,6.274510e-01+2.551897e-01j,-6.259509e-01-6.325405e-01j,-8.099295e-01-8.346157e-01j,7.267322e-01-3.329695e-01j,-3.341662e-01-4.621418e-01j,-1.095220e+00+4.067531e+00j,1.299580e+00-4.395194e+00j
4.557000e+03+0.000000e+00j,-1.712255e+00+1.089147e+00j,6.346145e-01+2.534937e-01j,-6.396066e-01-6.378230e-01j,-7.937312e-01-8.652956e-01j,7.686866e-01-3.277934e-01j,-3.531164e-01-5.141720e-01j,-1.162981e+00+4.074578e+00j,1.519916e+00-4.469325e+00j
4.557800e+03+0.000000e+00j,-1.746485e+00+1.250821e+00j,7.050695e-01+2.534515e-01j,-6.481187e-01-6.318104e-01j,-8.163567e-01-8.837484e-01j,7.719952e-01-3.268342e-01j,-3.724569e-01-4.791316e-01j,-9.830050e-01+4.187776e+00j,1.343723e+00-4.381168e+00j
4.558600e+03+0.000000e+00j,-1.677759e+00+1.194085e+00j,6.752452e-01+2.260256e-01j,-6.143431e-01-6.319636e-01j,-7.986743e-01-8.870177e-01j,7.496920e-01-3.231942e-01j,-3.521255e-01-5.246111e-01j,-9.778327e-01+4.079239e+00j,1.273392e+00-4.396502e+00j
4.559400e+03+0.000000e+00j,-1.647660e+00+1.168768e+00j,6.670860e-01+2.512994e-01j,-6.438333e-01-5.972406e-01j,-8.049422e-01-8.741424e-01j,7.600618e-01-3.328530e-01j,-3.728301e-01-4.936857e-01j,-8.365389e-01+4.194087e+00j,1.085651e+00-4.360791e+00j
4.560200e+03+0.000000e+00j,-1.631836e+00+1.180384e+00j,6.566858e-01+2.610483e-01j,-6.525391e-01-6.013028e-01j,-8.236695e-01-8.805004e-01j,7.315844e-01-3.146765e-01j,-3.644892e-01-4.971005e-01j,-8.673533e-01+4.199362e+00j,1.223184e+00-4.383021e+00j
4.560900e+03+0.000000e+00j,-1.591003e+00+1.231442e+00j,6.408344e-01+1.890211e-01j,-6.617642e-01-5.543027e-01j,-8.375039e-01-8.699914e-01j,7.399306e-01-3.410814e-01j,-3.998442e-01-4.999807e-01j,-8.181913e-01+4.102099e+00j,1.083823e+00-4.456500e+00j
4.561700e+03+0.000000e+00j,-1.639030e+00+1.205309e+00j,6.635266e-01+2.578314e-01j,-6.431810e-01-5.620717e-01j,-8.067914e-01-9.055228e-01j,7.289742e-01-3.159539e-01j,-3.622060e-01-5.343731e-01j,-7.628005e-01+4.013963e+00j,9.611795e-01-4.236122e+00j
4.562500e+03+0.000000e+00j,-1.546542e+00+1.167097e+00j,6.264750e-01+2.261379e-01j,-6.655192e-01-5.412387e-01j,-8.260364e-01-8.858156e-01j,7.259474e-01-3.450779e-01j,-3.995805e-01-5.250945e-01j,-6.748209e-01+4.147662e+00j,8.551328e-01-4.306112e+00j
4.563300e+03+0.000000e+00j,-1.574511e+00+1.258716e+00j,6.363457e-01+1.725693e-01j,-6.313764e-01-5.127398e-01j,-8.120776e-01-9.060292e-01j,7.510118e-01-3.257858e-01j,-4.054355e-01-5.719819e-01j,-7.144316e-01+4.104081e+00j,9.650754e-01-4.367239e+00j
4.564100e+03+0.000000e+00j,-1.588812e+00+1.260180e+00j,6.618557e-01+2.116070e-01j,-6.598577e-01-5.305392e-01j,-8.340768e-01-9.374641e-01j,7.357272e-01-3.166867e-01j,-3.691678e-01-5.926317e-01j,-5.328251e-01+4.025490e+00j,8.129334e-01-4.324250e+00j
4.564800e+03+0.000000e+00j,-1.609281e+00+1.264107e+00j,7.086258e-01+1.495763e-01j,-6.991826e-01-5.018587e-01j,-8.647022e-01-9.182417e-01j,7.205765e-01-3.358726e-01j,-4.275348e-01-5.551653e-01j,-6.053574e-01+4.197776e+00j,8.191885e-01-4.326326e+00j
4.565600e+03+0.000000e+00j,-1.528485e+00+1.196333e+00j,6.520233e-01+1.945873e-01j,-6.452499e-01-4.926174e-01j,-8.332731e-01-9.277203e-01j,6.958595e-01-3.216206e-01j,-3.868742e-01-5.684141e-01j,-5.128108e-01+4.114163e+00j,6.632219e-01-4.224152e+00j
4.566400e+03+0.000000e+00j,-1.660792e+00+1.217743e+00j,7.082333e-01+2.884480e-01j,-6.669930e-01-5.073770e-01j,-8.285967e-01-9.732537e-01j,7.331834e-01-3.430270e-01j,-4.282508e-01-5.734974e-01j,-2.425540e-01+3.964587e+00j,5.200828e-01-4.316683e+00j
4.567200e+03+0.000000e+00j,-1.538849e+00+1.217928e+00j,6.467344e-01+1.785169e-01j,-6.630592e-01-4.755795e-01j,-8.531452e-01-9.481791e-01j,7.197579e-01-3.128252e-01j,-3.930177e-01-6.045009e-01j,-3.262734e-01+4.168952e+00j,5.246030e-01-4.316136e+00j
4.568000e+03+0.000000e+00j,-1.560058e+00+1.331473e+00j,6.736143e-01+1.753378e-01j,-6.565599e-01-4.388651e-01j,-8.576640e-01-9.562179e-01j,7.097460e-01-3.136718e-01j,-3.757541e-01-6.158257e-01j,-1.806534e-01+4.069192e+00j,4.462675e-01-4.358613e+00j
4.568800e+03+0.000000e+00j,-1.543085e+00+1.178925e+00j,6.696808e-01+2.673110e-01j,-6.242815e-01-4.648168e-01j,-8.113611e-01-9.741715e-01j,7.191160e-01-3.177528e-01j,-4.103647e-01-6.143863e-01j,-4.031785e-02+3.982696e+00j,4.090907e-01-4.349604e+00j
4.569500e+03+0.000000e+00j,-1.443536e+00+1.291577e+00j,6.754504e-01+1.508944e-01j,-6.510010e-01-4.544825e-01j,-8.711064e-01-9.759923e-01j,7.275110e-01-3.302739e-01j,-4.243458e-01-5.883700e-01j,-6.060345e-02+4.023244e+00j,2.617694e-01-4.362353e+00j
4.570300e+03+0.000000e+00j,-1.432515e+00+1.235641e+00j,6.229822e-01+1.721127e-01j,-6.427494e-01-4.080586e-01j,-8.663626e-01-9.418322e-01j,7.054229e-01-3.255030e-01j,-4.548747e-01-6.527757e-01j,-1.727975e-01+3.968840e+00j,2.979545e-01-4.322744e+00j
4.571100e+03+0.000000e+00j,-1.610152e+00+1.356355e+00j,7.869459e-01+1.815216e-01j,-6.654888e-01-4.249435e-01j,-8.966444e-01-1.022427e+00j,7.292198e-01-3.104671e-01j,-4.366404e-01-6.396112e-01j,-1.209281e-02+3.981982e+00j,2.092318e-01-4.243144e+00j
4.571900e+03+0.000000e+00j,-1.509191e+00+1.248068e+00j,6.809191e-01+2.315121e-01j,-6.242952e-01-4.379486e-01j,-8.551051e-01-1.013314e+00j,6.941535e-01-3.220681e-01j,-4.747048e-01-6.357068e-01j,2.254939e-02+3.903235e+00j,1.476328e-01-4.236128e+00j
4.572700e+03+0.000000e+00j,-1.522870e+00+1.376985e+00j,7.212651e-01+1.399646e-01j,-6.503346e-01-3.875234e-01j,-8.790005e-01-1.016179e+00j,6.920699e-01-2.975657e-01j,-4.231725e-01-6.371670e-01j,1.652941e-01+3.955348e+00j,-3.945249e-02-4.346921e+00j
4.573400e+03+0.000000e+00j,-1.543985e+00+1.346429e+00j,7.360048e-01+1.745946e-01j,-6.415174e-01-3.787881e-01j,-8.734934e-01-1.016965e+00j,7.135743e-01-3.265643e-01j,-4.989488e-01-6.540163e-01j,1.695204e-01+3.968481e+00j,-4.321874e-02-4.147675e+00j
4.574200e+03+0.000000e+00j,-1.545953e+00+1.363900e+00j,7.403690e-01+1.441948e-01j,-6.566413e-01-3.648817e-01j,-9.091503e-01-1.016829e+00j,6.896394e-01-3.213643e-01j,-4.380006e-01-6.309049e-01j,2.218889e-01+3.912413e+00j,-1.280173e-01-4.124014e+00j
4.575000e+03+0.000000e+00j,-1.444284e+00+1.465103e+00j,6.942049e-01+1.071795e-01j,-6.276886e-01-3.430801e-01j,-9.330948e-01-1.020795e+00j,7.058891e-01-3.329942e-01j,-5.013872e-01-6.344109e-01j,2.180152e-01+4.059650e+00j,-4.019403e-02-4.312513e+00j
4.575800e+03+0.000000e+00j,-1.463764e+00+1.479174e+00j,7.501359e-01+7.321046e-02j,-6.269595e-01-3.143686e-01j,-9.219269e-01-1.024982e+00j,7.072428e-01-3.091779e-01j,-5.124838e-01-6.554776e-01j,1.950285e-01+3.934169e+00j,-6.330565e-02-4.178420e+00j
4.576600e+03+0.000000e+00j,-1.481750e+00+1.393404e+00j,7.461138e-01+1.296824e-01j,-6.474269e-01-3.251972e-01j,-9.454296e-01-1.056292e+00j,7.143701e-01-3.373762e-01j,-4.825047e-01-6.616791e-01j,3.747771e-01+3.898628e+00j,-2.165893e-01-4.173183e+00j
4.577300e+03+0.000000e+00j,-1.421551e+00+1.400861e+00j,7.464316e-01+8.850189e-02j,-6.203182e-01-3.196218e-01j,-9.358573e-01-1.044863e+00j,7.011131e-01-3.382673e-01j,-5.092743e-01-7.069061e-01j,3.648329e-01+3.894348e+00j,-1.073698e-01-4.150111e+00j
4.578100e+03+0.000000e+00j,-1.448861e+00+1.445325e+00j,7.295147e-01+1.211746e-01j,-6.491298e-01-3.111502e-01j,-9.875768e-01-1.045795e+00j,6.966014e-01-3.336658e-01j,-5.299526e-01-6.426554e-01j,5.128561e-01+3.891854e+00j,-2.840815e-01-4.302031e+00j
4.578900e+03+0.000000e+00j,-1.397600e+00+1.387392e+00j,6.706408e-01+1.186745e-01j,-6.002618e-01-3.054529e-01j,-9.349885e-01-1.059418e+00j,7.008836e-01-3.434048e-01j,-5.378157e-01-6.766117e-01j,4.833082e-01+3.886867e+00j,-3.107504e-01-4.174751e+00j
4.579700e+03+0.000000e+00j,-1.464026e+00+1.377218e+00j,7.394532e-01+1.520301e-01j,-6.258048e-01-3.111969e-01j,-9.634005e-01-1.089692e+00j,7.029383e-01-3.104725e-01j,-5.222376e-01-6.927811e-01j,5.868014e-01+3.903541e+00j,-3.120330e-01-4.137350e+00j
4.580500e+03+0.000000e+00j,-1.366601e+00+1.317408e+00j,6.442552e-01+1.428397e-01j,-5.860697e-01-2.915653e-01j,-9.494115e-01-1.052580e+00j,7.275320e-01-3.432505e-01j,-6.073382e-01-7.338849e-01j,6.044092e-01+3.924632e+00j,-3.388110e-01-4.303082e+00j
4.581300e+03+0.000000e+00j,-1.385315e+00+1.435037e+00j,7.169338e-01+9.079355e-02j,-5.756985e-01-2.924476e-01j,-9.650404e-01-1.121963e+00j,7.356159e-01-3.238320e-01j,-5.680498e-01-7.676753e-01j,5.218933e-01+3.923946e+00j,-4.129559e-01-4.157843e+00j
4.582000e+03+0.000000e+00j,-1.421553e+00+1.387720e+00j,7.390903e-01+1.537848e-01j,-5.894462e-01-3.041056e-01j,-9.630750e-01-1.125625e+00j,6.719171e-01-3.380860e-01j,-5.906495e-01-7.044079e-01j,6.397602e-01+3.932601e+00j,-5.649183e-01-4.110664e+00j
4.582800e+03+0.000000e+00j,-1.345612e+00+1.467450e+00j,7.053456e-01+9.238463e-02j,-5.817358e-01-2.710207e-01j,-1.015251e+00-1.095221e+00j,6.824063e-01-3.177329e-01j,-5.844652e-01-7.120462e-01j,6.926442e-01+3.897939e+00j,-4.945231e-01-3.975359e+00j
4.583600e+03+0.000000e+00j,-1.283950e+00+1.453796e+00j,6.765490e-01+5.424251e-02j,-5.923477e-01-2.547376e-01j,-1.040973e+00-1.082487e+00j,6.996728e-01-3.362336e-01j,-6.221593e-01-6.873505e-01j,7.672837e-01+3.895759e+00j,-5.850005e-01-4.091995e+00j
4.584400e+03+0.000000e+00j,-1.351791e+00+1.541422e+00j,7.350903e-01+3.043285e-02j,-5.681964e-01-2.232459e-01j,-1.032160e+00-1.097218e+00j,6.857622e-01-3.139954e-01j,-5.574649e-01-7.117285e-01j,8.376905e-01+3.753766e+00j,-7.232239e-01-4.051963e+00j
4.585200e+03+0.000000e+00j,-1.354766e+00+1.455863e+00j,7.548324e-01+9.076601e-02j,-5.719638e-01-2.292325e-01j,-1.032852e+00-1.108761e+00j,6.651930e-01-3.221830e-01j,-6.246255e-01-7.261941e-01j,9.285105e-01+3.771691e+00j,-7.061288e-01-3.996498e+00j
4.585900e+03+0.000000e+00j,-1.380712e+00+1.358244e+00j,7.129881e-01+1.475230e-01j,-5.531859e-01-2.421410e-01j,-1.003133e+00-1.131446e+00j,6.915470e-01-3.584180e-01j,-6.348386e-01-6.979232e-01j,9.450161e-01+3.718290e+00j,-8.434316e-01-3.978275e+00j
4.586700e+03+0.000000e+00j,-1.418917e+00+1.441383e+00j,7.423136e-01+9.650192e-02j,-5.431493e-01-2.441010e-01j,-1.029391e+00-1.172557e+00j,6.970995e-01-3.229176e-01j,-6.693802e-01-7.579285e-01j,8.261041e-01+3.702150e+00j,-9.850975e-01-3.890212e+00j
4.587500e+03+0.000000e+00j,-1.388193e+00+1.436011e+00j,7.373950e-01+1.476405e-01j,-5.693663e-01-2.325860e-01j,-1.064854e+00-1.182641e+00j,7.000984e-01-3.323263e-01j,-6.389347e-01-7.475678e-01j,9.725672e-01+3.729473e+00j,-7.816258e-01-3.933085e+00j
4.588300e+03+0.000000e+00j,-1.280129e+00+1.498309e+00j,6.899322e-01+2.190860e-02j,-5.399238e-01-2.226508e-01j,-1.080976e+00-1.146301e+00j,7.020870e-01-3.313505e-01j,-6.595470e-01-7.865749e-01j,9.628993e-01+3.559769e+00j,-9.030592e-01-3.850212e+00j
4.589100e+03+0.000000e+00j,-1.293010e+00+1.439566e+00j,6.871669e-01+1.030448e-01j,-5.338357e-01-1.936675e-01j,-1.084456e+00-1.128492e+00j,7.036681e-01-3.395303e-01j,-6.864667e-01-7.454817e-01j,1.028077e+00+3.558361e+00j,-1.058371e+00-3.863455e+00j
4.589800e+03+0.000000e+00j,-1.234921e+00+1.469637e+00j,6.634525e-01+4.994813e-02j,-5.375268e-01-1.933096e-01j,-1.121678e+00-1.128748e+00j,6.639692e-01-2.931638e-01j,-6.573610e-01-7.066624e-01j,1.126756e+00+3.586049e+00j,-9.899589e-01-3.704921e+00j
4.590600e+03+0.000000e+00j,-1.325059e+00+1.521622e+00j,7.278339e-01+5.201218e-02j,-5.248531e-01-2.082280e-01j,-1.111059e+00-1.196898e+00j,6.857903e-01-3.122002e-01j,-7.392464e-01-7.431272e-01j,1.159897e+00+3.616341e+00j,-1.021873e+00-3.781979e+00j
4.591400e+03+0.000000e+00j,-1.259591e+00+1.472188e+00j,6.802749e-01+4.497512e-02j,-5.141697e-01-2.066949e-01j,-1.125046e+00-1.186380e+00j,6.904295e-01-3.070814e-01j,-7.188498e-01-7.771029e-01j,1.138354e+00+3.563283e+00j,-1.092074e+00-3.864456e+00j
4.592200e+03+0.000000e+00j,-1.277951e+00+1.521385e+00j,7.434103e-01+6.317729e-02j,-5.071457e-01-1.747233e-01j,-1.139473e+00-1.186573e+00j,6.994820e-01-3.226729e-01j,-7.233302e-01-7.764914e-01j,1.214665e+00+3.533451e+00j,-1.085730e+00-3.727391e+00j
4.593000e+03+0.000000e+00j,-1.270512e+00+1.465686e+00j,7.305095e-01+7.302142e-02j,-5.175079e-01-1.782933e-01j,-1.146539e+00-1.193513e+00j,6.825505e-01-3.050337e-01j,-7.231450e-01-7.689946e-01j,1.179337e+00+3.541710e+00j,-9.992020e-01-3.710932e+00j
4.593800e+03+0.000000e+00j,-1.339158e+00+1.532944e+00j,7.660209e-01+3.991219e-02j,-5.188734e-01-1.706973e-01j,-1.178124e+00-1.214032e+00j,6.984969e-01-3.341991e-01j,-7.802370e-01-7.917606e-01j,1.234997e+00+3.487911e+00j,-1.209153e+00-3.721389e+00j
4.594500e+03+0.000000e+00j,-1.221578e+00+1.471921e+00j,6.805838e-01+3.034690e-02j,-4.949481e-01-1.785827e-01j,-1.193176e+00-1.182396e+00j,6.633468e-01-2.977582e-01j,-7.167350e-01-7.643139e-01j,1.310603e+00+3.403049e+00j,-1.149329e+00-3.566903e+00j
